 DATE , SALES , COST_OF_SALES , QUANTITY_SOLD , DAILY_SALES_PRICE_PER_UNIT , DAILY_GROSS_PROFIT_PERCENT , DAILY_GROSS_PROFIT_PER_UNIT_PERCENT , AVG_UNIT_SALES_PRICE , PROMOTION , PRICE_ELASTICITY , PERFORMANCE_PERIOD , AVG_UNIT_PRICE , AVG_QTY_SOLD , AVG_GROSS_PROFIT_PCT , PERFORMANCE_FLAG 
"R42,118.00","R343,587.01","R362,390.60","R8,892.00",R38.64,-R5.47,-R5.47,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,484.00","R186,166.15","R202,391.18","R5,453.00",R34.14,-R8.72,-R8.72,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,783.00","R590,642.83","R614,245.79","R18,356.00",R32.18,-R4.00,-R4.00,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,148.00","R169,541.27","R182,419.14","R4,489.00",R37.77,-R7.60,-R7.60,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,514.00","R113,112.87","R117,414.70","R3,224.00",R35.08,-R3.80,-R3.80,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,814.00","R36,692.68","R35,299.06","R1,047.00",R35.05,R3.80,R3.80,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,179.00","R106,613.43","R113,428.47","R2,822.00",R37.78,-R6.39,-R6.39,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,545.00","R389,904.01","R422,372.58","R11,667.00",R33.42,-R8.33,-R8.33,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,844.00","R95,618.25","R92,416.90","R2,729.00",R35.04,R3.35,R3.35,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,209.00","R125,689.59","R130,428.23","R3,259.00",R38.57,-R3.77,-R3.77,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,575.00","R40,881.35","R35,019.11",R972.00,R42.06,R14.34,R14.34,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,875.00","R214,392.40","R218,347.80","R6,424.00",R33.37,-R1.84,-R1.84,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,240.00","R59,442.73","R59,785.43","R1,528.00",R38.90,-R0.58,-R0.58,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,606.00","R120,407.41","R127,699.42","R3,549.00",R33.93,-R6.06,-R6.06,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,906.00","R209,908.38","R223,554.09","R6,457.00",R32.51,-R6.50,-R6.50,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,271.00","R150,036.81","R167,704.86","R4,492.00",R33.40,-R11.78,-R11.78,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,637.00","R151,639.18","R135,498.16","R3,758.00",R40.35,R10.64,R10.64,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,664.00","R155,272.82","R152,636.28","R4,544.00",R34.17,R1.70,R1.70,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,029.00","R78,092.28","R79,795.04","R1,897.00",R41.17,-R2.18,-R2.18,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,394.00","R215,171.04","R234,621.60","R6,278.00",R34.27,-R9.04,-R9.04,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,937.00","R302,721.68","R294,129.67","R8,249.00",R36.70,R2.84,R2.84,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,302.00","R118,618.45","R122,915.27","R3,218.00",R36.86,-R3.62,-R3.62,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,668.00","R70,402.99","R63,452.76","R1,650.00",R42.67,R9.87,R9.87,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,968.00","R40,530.64","R35,674.19",R968.00,R41.87,R11.98,R11.98,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,333.00","R243,161.26","R266,054.37","R6,924.00",R35.12,-R9.41,-R9.41,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,998.00","R137,686.53","R140,525.79","R3,344.00",R41.17,-R2.06,-R2.06,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,363.00","R133,728.98","R124,363.56","R3,256.00",R41.07,R7.00,R7.00,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,695.00","R224,994.66","R227,546.45","R6,937.00",R32.43,-R1.13,-R1.13,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,060.00","R198,431.63","R209,499.79","R5,253.00",R37.77,-R5.58,-R5.58,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,425.00","R160,947.53","R162,597.50","R4,404.00",R36.55,-R1.03,-R1.03,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,723.00","R130,227.01","R127,394.29","R3,822.00",R34.07,R2.18,R2.18,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,088.00","R253,218.83","R276,194.83","R6,704.00",R37.77,-R9.07,-R9.07,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,454.00","R228,124.40","R222,208.35","R5,652.00",R40.36,R2.59,R2.59,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,754.00","R295,741.35","R292,327.03","R8,537.00",R34.64,R1.15,R1.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,119.00","R496,882.32","R535,306.01","R13,144.00",R37.80,-R7.73,-R7.73,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,485.00","R251,449.53","R273,255.10","R7,372.00",R34.11,-R8.67,-R8.67,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,784.00","R210,764.72","R217,364.46","R6,500.00",R32.43,-R3.13,-R3.13,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,149.00","R256,434.51","R276,173.79","R6,795.00",R37.74,-R7.70,-R7.70,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,515.00","R253,686.30","R268,974.57","R7,392.00",R34.32,-R6.03,-R6.03,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,815.00","R56,077.54","R53,925.26","R1,601.00",R35.03,R3.84,R3.84,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,180.00","R183,843.82","R195,365.73","R4,865.00",R37.79,-R6.27,-R6.27,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,546.00","R461,280.79","R498,910.33","R13,793.00",R33.44,-R8.16,-R8.16,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,845.00","R515,698.80","R538,260.27","R15,897.00",R32.44,-R4.37,-R4.37,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,210.00","R138,624.95","R143,537.40","R3,572.00",R38.81,-R3.54,-R3.54,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,576.00","R43,085.60","R36,887.37","R1,024.00",R42.08,R14.39,R14.39,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,876.00","R316,404.06","R323,293.40","R9,493.00",R33.33,-R2.18,-R2.18,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,241.00","R217,683.36","R246,975.73","R6,360.00",R34.23,-R13.46,-R13.46,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,607.00","R226,375.54","R240,429.69","R6,647.00",R34.06,-R6.21,-R6.21,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,907.00","R358,365.68","R382,967.98","R11,039.00",R32.46,-R6.87,-R6.87,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,272.00","R368,037.69","R413,540.81","R11,030.00",R33.37,-R12.36,-R12.36,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,638.00","R72,457.30","R64,758.50","R1,797.00",R40.32,R10.63,R10.63,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,665.00","R82,885.22","R81,583.17","R2,426.00",R34.17,R1.57,R1.57,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,030.00","R91,830.40","R93,808.09","R2,230.00",R41.18,-R2.15,-R2.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,395.00","R205,197.90","R221,931.58","R5,992.00",R34.25,-R8.15,-R8.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,938.00","R128,520.73","R124,739.23","R3,502.00",R36.70,R2.94,R2.94,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,303.00","R123,320.78","R128,133.78","R3,347.00",R36.85,-R3.90,-R3.90,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,669.00","R62,501.74","R56,100.87","R1,467.00",R42.61,R10.24,R10.24,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,969.00","R30,371.43","R26,054.85",R709.00,R42.84,R14.21,R14.21,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,334.00","R311,443.18","R355,343.87","R9,273.00",R33.59,-R14.10,-R14.10,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,999.00","R48,102.96","R49,028.37","R1,169.00",R41.15,-R1.92,-R1.92,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,364.00","R82,778.44","R76,876.49","R2,013.00",R41.12,R7.13,R7.13,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,696.00","R225,051.59","R228,214.14","R6,934.00",R32.46,-R1.41,-R1.41,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,061.00","R157,291.73","R166,305.04","R4,171.00",R37.71,-R5.73,-R5.73,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,426.00","R188,736.25","R183,103.23","R4,935.00",R38.24,R2.98,R2.98,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,724.00","R125,310.04","R122,275.10","R3,666.00",R34.18,R2.42,R2.42,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,089.00","R229,184.47","R250,361.15","R6,077.00",R37.71,-R9.24,-R9.24,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,455.00","R162,929.49","R161,434.82","R4,103.00",R39.71,R0.92,R0.92,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,755.00","R285,053.98","R281,159.58","R8,209.00",R34.72,R1.37,R1.37,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,120.00","R200,369.83","R210,964.77","R5,179.00",R38.69,-R5.29,-R5.29,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,486.00","R280,321.81","R302,469.83","R8,211.00",R34.14,-R7.90,-R7.90,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,785.00","R218,189.35","R225,607.60","R6,752.00",R32.31,-R3.40,-R3.40,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,150.00","R199,385.91","R214,719.75","R5,283.00",R37.74,-R7.69,-R7.69,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,516.00","R210,305.29","R223,289.08","R6,138.00",R34.26,-R6.17,-R6.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,816.00","R55,780.71","R53,688.24","R1,592.00",R35.04,R3.75,R3.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,181.00","R319,579.79","R339,241.69","R8,450.00",R37.82,-R6.15,-R6.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,547.00","R221,578.70","R240,449.62","R6,641.00",R33.37,-R8.52,-R8.52,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,846.00","R562,590.37","R586,670.51","R17,343.00",R32.44,-R4.28,-R4.28,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,211.00","R81,715.05","R85,089.22","R2,109.00",R38.75,-R4.13,-R4.13,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,577.00","R43,894.99","R37,604.66","R1,044.00",R42.05,R14.33,R14.33,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,877.00","R242,824.50","R259,860.51","R7,619.00",R31.87,-R7.02,-R7.02,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,242.00","R275,458.81","R307,092.27","R8,035.00",R34.28,-R11.48,-R11.48,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,608.00","R337,900.18","R358,772.25","R9,908.00",R34.10,-R6.18,-R6.18,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,908.00","R585,464.00","R625,980.93","R18,036.00",R32.46,-R6.92,-R6.92,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,273.00","R351,319.64","R397,626.59","R10,528.00",R33.37,-R13.18,-R13.18,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,639.00","R67,355.06","R60,179.02","R1,671.00",R40.31,R10.65,R10.65,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,666.00","R72,353.43","R71,377.16","R2,117.00",R34.18,R1.35,R1.35,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,031.00","R76,992.94","R78,614.46","R1,870.00",R41.17,-R2.11,-R2.11,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,396.00","R214,452.25","R231,730.23","R6,265.00",R34.23,-R8.06,-R8.06,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,939.00","R145,185.27","R140,651.94","R3,949.00",R36.77,R3.12,R3.12,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,304.00","R117,051.28","R122,175.00","R3,177.00",R36.84,-R4.38,-R4.38,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,670.00","R53,675.22","R48,201.94","R1,257.00",R42.70,R10.20,R10.20,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,970.00","R37,776.66","R32,719.69",R880.00,R42.93,R13.39,R13.39,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,335.00","R375,876.01","R431,325.69","R11,257.00",R33.39,-R14.75,-R14.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,000.00","R110,162.13","R112,383.56","R2,676.00",R41.17,-R2.02,-R2.02,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,365.00","R69,522.84","R64,616.08","R1,692.00",R41.09,R7.06,R7.06,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,697.00","R344,299.68","R365,935.65","R11,082.00",R31.07,-R6.28,-R6.28,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,062.00","R307,540.68","R324,997.34","R8,156.00",R37.71,-R5.68,-R5.68,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,427.00","R215,951.51","R210,032.79","R5,609.00",R38.50,R2.74,R2.74,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,725.00","R119,452.34","R118,186.58","R3,543.00",R33.72,R1.06,R1.06,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,090.00","R354,191.35","R386,464.65","R9,386.00",R37.74,-R9.11,-R9.11,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,456.00","R58,359.83","R57,681.57","R1,466.00",R39.81,R1.16,R1.16,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,756.00","R124,964.80","R123,042.16","R3,592.00",R34.79,R1.54,R1.54,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,121.00","R194,028.06","R204,053.50","R5,014.00",R38.70,-R5.17,-R5.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,487.00","R313,434.93","R337,931.12","R9,182.00",R34.14,-R7.82,-R7.82,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,786.00","R226,132.46","R234,496.51","R7,023.00",R32.20,-R3.70,-R3.70,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,151.00","R243,554.22","R262,251.08","R6,453.00",R37.74,-R7.68,-R7.68,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,517.00","R364,087.42","R386,499.90","R10,624.00",R34.27,-R6.16,-R6.16,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,817.00","R131,721.24","R127,302.43","R3,759.00",R35.04,R3.35,R3.35,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,182.00","R369,245.76","R392,017.97","R9,770.00",R37.79,-R6.17,-R6.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,548.00","R253,702.22","R274,426.08","R7,593.00",R33.41,-R8.17,-R8.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,847.00","R266,305.93","R277,238.01","R8,207.00",R32.45,-R4.11,-R4.11,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,212.00","R86,842.86","R90,242.79","R2,242.00",R38.73,-R3.92,-R3.92,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,578.00","R67,780.73","R58,196.15","R1,611.00",R42.07,R14.14,R14.14,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,878.00","R274,712.25","R304,334.78","R8,909.00",R30.84,-R10.78,-R10.78,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,243.00","R228,731.87","R252,845.45","R6,675.00",R34.27,-R10.54,-R10.54,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,609.00","R355,069.54","R376,755.56","R10,393.00",R34.16,-R6.11,-R6.11,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,909.00","R617,019.09","R661,010.59","R19,017.00",R32.45,-R7.13,-R7.13,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,274.00","R163,289.94","R185,404.04","R4,895.00",R33.36,-R13.54,-R13.54,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,640.00","R58,941.79","R52,812.78","R1,462.00",R40.32,R10.40,R10.40,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,667.00","R50,415.90","R49,769.10","R1,476.00",R34.16,R1.28,R1.28,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,032.00","R59,897.72","R61,194.18","R1,455.00",R41.17,-R2.16,-R2.16,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,397.00","R195,767.97","R210,639.85","R5,723.00",R34.21,-R7.60,-R7.60,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,940.00","R89,527.56","R87,067.05","R2,435.00",R36.77,R2.75,R2.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,305.00","R159,299.99","R174,699.08","R4,532.00",R35.15,-R9.67,-R9.67,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,671.00","R102,606.33","R92,657.70","R2,405.00",R42.66,R9.70,R9.70,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,971.00","R46,818.21","R40,652.58","R1,096.00",R42.72,R13.17,R13.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,336.00","R434,639.66","R498,895.62","R13,019.00",R33.39,-R14.78,-R14.78,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,001.00","R69,051.34","R70,482.72","R1,677.00",R41.18,-R2.07,-R2.07,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,366.00","R133,021.27","R123,500.79","R3,234.00",R41.13,R7.16,R7.16,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,698.00","R661,876.50","R686,656.79","R20,805.00",R31.81,-R3.74,-R3.74,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,063.00","R350,898.76","R375,030.64","R9,296.00",R37.75,-R6.88,-R6.88,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,428.00","R134,995.85","R129,938.71","R3,452.00",R39.11,R3.75,R3.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,726.00","R276,174.77","R271,550.90","R8,130.00",R33.97,R1.67,R1.67,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,091.00","R459,484.67","R501,362.57","R12,181.00",R37.72,-R9.11,-R9.11,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,457.00","R85,605.33","R85,022.38","R2,162.00",R39.60,R0.68,R0.68,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,757.00","R124,175.81","R122,516.07","R3,576.00",R34.72,R1.34,R1.34,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,122.00","R190,560.58","R200,804.04","R4,936.00",R38.61,-R5.38,-R5.38,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,488.00","R257,324.60","R276,852.18","R7,520.00",R34.22,-R7.59,-R7.59,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,787.00","R243,720.87","R252,929.29","R7,579.00",R32.16,-R3.78,-R3.78,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,152.00","R217,746.01","R234,483.42","R5,770.00",R37.74,-R7.69,-R7.69,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,518.00","R397,480.37","R421,674.10","R11,590.00",R34.30,-R6.09,-R6.09,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,818.00","R146,169.08","R141,012.33","R4,172.00",R35.04,R3.53,R3.53,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,183.00","R185,648.49","R197,095.11","R4,914.00",R37.78,-R6.17,-R6.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
